pl_name,pl_orbper,pl_rade,pl_masse,st_mass,st_rad,st_teff
KELT-6 b,7.8455821,13.227,,1.13,1.53,6272.0
WASP-42 b,4.9816872,12.106,158.908,0.88,0.86,5200.0
Kepler-18 d,14.85891873,,,0.93,0.95,5359.0
CoRoT-19 b,3.897131,,,1.21,1.65,6090.0
TOI-150.01,5.857487,14.067,797.7533,1.35,1.53,6255.0
TOI-199 b,104.8729635,10.223,,,0.88,5350.0
HD 213885 b,1.008035,1.745,8.83,1.07,1.1,5978.0
TOI-444 b,17.96350827,3.297,,,0.79,5229.0
WASP-43 b,0.81347409,,,0.65,0.76,4124.0
WASP-6 b,3.36100125,12.74,,,0.82,5375.0
WASP-106 b,9.2897065,,,,,
LHS 1815 b,3.81433,1.088,8.7,0.5,0.5,3643.0
TOI-1279 b,9.61416357,3.226,,,0.84,5477.0
WASP-6 b,3.36,13.675,158.915,0.93,0.82,5380.72
WASP-43 b,0.813475,10.424,565.714,0.58,0.6,4400.0
HATS-2 b,1.35413379,12.576,435.42492,0.9,0.88,
Wolf 327 b,0.57347655,1.497,,,0.42,3466.0
Wolf 327 b,0.5734745,1.24,2.53,0.41,0.41,3542.0
HD 47366 c,682.85,,,2.19,6.2,4914.0
WASP-20 b,4.89964477,,,1.2,1.39,5940.0
WASP-10 b,3.1,12.3,1017.0,,,4700.0
KELT-4 A b,2.98958682,,,1.2,1.6,6206.0
Kepler-105 c,7.12594591,1.65,,1.11,1.16,6082.0
Kepler-105 c,7.12594591,1.88,,1.08,1.33,6391.0
WASP-90 b,3.9156848,16.708,,,1.84,6228.0
HAT-P-18 b,5.508023,11.153,62.61,0.77,0.75,4803.0
LHS 1140 b,24.73734116,1.844,,,0.22,3131.0
HD 189733 b,2.218555,,,0.83,0.78,5012.5
TOI-1685 b,0.6691403,1.7,3.78,0.49,0.49,3434.0
TOI-1685 b,0.6691416,1.459,3.43,0.46,0.46,3461.0
TOI-1685 b,0.66914491,1.92,,,0.46,3457.0
TOI-1062 b,4.11296,2.265,10.15,0.94,0.84,5328.0
TOI-431 b,0.490047,1.28,3.07,0.78,0.73,4850.0
TOI-1062 b,4.1150576,2.301,,,0.89,5394.0
HD 189733 b,2.21857519,,,0.81,0.76,5040.0
WASP-80 b,3.06785271,,,0.57,0.57,4145.0
TOI-2260 b,0.3524728,1.62,,0.99,0.94,5534.0
HD 189733 b,2.218,,,0.84,,
WASP-156 b,3.8361632,,,0.84,0.76,4910.0
HD 25463 c,3.04402808,1.309,,,1.43,6337.87
TOI-757 b,17.4682298,2.179,,,0.76,5499.0
WASP-22 b,3.5327313,12.98,181.1631,1.11,1.22,6000.0
WASP-66 b,4.08605198,,,1.3,1.75,6580.0
TOI-6029 b,5.7998626,11.022,,,2.55,5852.0
TOI-2095 b,17.664872,1.3,,0.47,0.45,3662.0
HD 5278 b,14.33921442,2.296,,,1.14,6295.7
HAT-P-18 b,5.50806822,10.73,,,0.74,4790.0
TOI-1798.02,0.43780692,1.5,,,0.78,5165.2
TOI-421 b,5.19768584,1.926,,,0.86,5718.0
KELT-9 b,1.48111871,,,,,
HAT-P-18 b,,,,,,
WASP-71 b,2.90367,13.227,441.7837,0.76,1.82,6050.0
HAT-P-28 b,3.257215,13.585,202.45771,1.02,1.1,5680.0
WASP-84 b,8.52349648,10.72,220.0,0.85,0.77,
HD 39091 b,2088.75851,,3917.23512,1.1,,
WASP-45 b,3.1260876,13.002,320.041,0.91,0.94,5140.0
TrES-1 b,3.0300737,12.117,,0.89,0.81,
Kepler-5 b,3.5484654,15.28,,1.32,1.75,6290.0
HD 190007 b,11.72,,,0.77,0.79,4610.0
WASP-132 b,7.133521,9.752,130.3103,0.8,0.74,4775.0
HAT-P-31 b,5.005425,11.99,689.98,1.22,1.36,6065.0
WASP-20 b,4.8996461,15.975,,,1.5,5940.0
HD 219134 c,6.7650278,1.279,,,0.75,4884.29
Kepler-105 c,7.126,1.44,,1.03,1.01,6065.0
GJ 436 b,2.643859,,,0.42,0.43,3456.0
HD 219134 c,6.7635,,,0.79,0.77,4913.0
HATS-18 b,0.83784,14.897,629.14449,1.04,1.02,5600.0
TOI-1136 f,26.321,,9.7,1.02,0.97,5770.0
TOI-1136 b,4.17278,1.9,,1.02,0.97,5770.0
WASP-6 b,3.36100215,,,0.88,0.87,5450.0
WASP-6 b,,11.994,,0.55,0.73,5450.0
WASP-19 b,0.78883852,15.861,366.77398,0.96,1.01,5616.0
WASP-23 b,2.9444273,12.792,,,0.89,5150.0
WASP-66 b,4.08605,15.693,746.9005,1.33,1.76,6600.0
WASP-96 b,3.4252565,,,1.06,1.05,5540.0
WASP-99 b,5.75251,12.33,889.924,1.48,1.76,6150.0
WASP-106 b,9.289715,12.162,606.73747,1.19,1.39,6000.0
WASP-129 b,5.748145,10.424,317.83,1.0,0.9,5900.0
HATS-22 b,4.7228124,10.682,870.8542,0.76,0.69,4803.0
NGTS-20 b,54.3212423,11.635,,,1.82,6207.0
HIP 8152 b,10.75101066,2.358,,,0.92,5784.0
HAT-P-23 b,1.2128867,,,,,5905.0
HAT-P-5 b,2.788491,14.12,336.89,1.16,1.17,5960.0
TOI-2095 b,17.664866,1.298,,,0.46,3746.0
55 Cnc d,4867.0,,1226.77,0.9,0.96,5250.0
WASP-92 b,2.1746949,14.071,,1.19,1.34,
55 Cnc d,4820.0,,,0.97,0.96,5317.89
55 Cnc e,2.79674,,,0.9,0.96,5250.0
55 Cnc e,,1.92,8.08,0.9,0.96,5250.0
55 Cnc e,0.736546,2.173,8.37,0.9,0.96,5250.0
55 Cnc e,0.7365515,,8.13928,0.95,,
55 Cnc f,260.91,,47.0051,0.9,0.96,5250.0
55 Cnc f,259.88,,,0.91,0.94,5172.0
55 Cnc f,260.98,,,0.97,0.96,5317.89
Kepler-105 c,7.12594387,,,1.09,1.05,5950.98
Kepler-41 b,1.85555756,,,1.0,1.41,5651.75
HAT-P-4 b,3.0565233,,,,,5860.0
WASP-89 b,3.35641798,,,0.92,0.88,5130.0
TOI-1136 d,12.51861,4.621,12.3,1.04,0.96,5805.0
TOI-1136 f,26.3162,3.88,,1.02,0.97,5770.0
TOI-1898 b,45.52234,9.396,129.0,1.25,1.61,6241.0
TOI-4127 b,56.4043748,12.545,,,1.25,6433.0
TOI-4406 b,30.08364,11.209,95.34852,1.19,1.29,6219.0
KELT-9 b,1.48111874,,,2.52,2.36,10170.0
LHS 1140 c,3.7779329,,,0.18,0.21,3216.0
TOI-421 c,16.067531,,,0.85,0.87,5325.0
TOI-431 b,0.490052,,,0.78,0.73,4850.0
TOI-431 d,12.4610213,,,0.78,0.73,4850.0
WASP-156 b,3.83616488,,,0.84,0.76,4910.0
WASP-80 b,3.06785251,,,0.57,0.57,4145.0
HD 77946 b,6.527282,2.705,8.38,1.17,1.31,6046.0
LHS 1140 b,24.73723,1.73,5.6,0.18,0.22,3096.0
TOI-1410.01,1.216835,2.944,,0.72,0.78,4634.6
TOI-1798.02,0.4378109,1.408,,0.86,0.78,5165.2
HD 25463 c,3.04405,1.5,4.1,1.19,1.41,6220.0
TOI-1798.02,0.4378146,1.399,5.6,0.85,0.79,5106.0
TOI-1410.01,1.21687,3.101,12.5,0.79,0.76,4635.0
TOI-1410 c,47.56,,,0.79,0.76,4635.0
HD 25463 b,7.0491423,2.545,8.7,1.25,1.42,6353.0
HD 25463 c,3.04405,1.364,4.3,1.25,1.42,6353.0
HD 77946 b,6.527363,2.896,10.9,1.2,1.32,6007.0
TOI-1173 b,7.06466,9.19,27.4,0.91,0.93,5350.0
Gaia22dkvL b,,,187.83659,1.15,,
Gaia22dkvL b,,,1797.9553,1.27,,
Gaia22dkvL b,,,412.54127,1.16,,
Gaia22dkvL b,,,48.62775,1.05,,
Gaia22dkvL b,,,1081.57007,1.08,,
Gaia22dkvL b,,,261.25495,1.05,,
TOI-421 c,16.067541,5.09,14.1,0.83,0.87,5291.0
TOI-1685 b,0.66913924,1.468,3.03,0.45,0.46,3575.0
WASP-13 b,4.353011,17.127,166.86075,1.22,1.66,5830.0
HD 158259 e,7.951,,,1.08,1.21,
WASP-142 b,2.05287056,,,,,
HIP 116454 b,9.1205,2.53,11.82,0.78,0.72,5089.0
HIP 116454 b,9.1205,2.466,12.7132,0.81,0.72,5089.0
L 98-59 b,2.25314,0.8,,0.31,0.31,3367.0
L 98-59 c,3.690621,1.35,,0.31,0.31,3367.0
L 98-59 c,3.6906795,1.368,,,0.31,3469.0
GJ 486 b,1.46711903,1.324,,,0.33,3297.0
L 98-59 d,7.4507305,3.045,,,0.31,3469.0
L 98-59 b,2.2531134,1.014,,,0.31,3469.0
L 98-59 b,2.2531,0.8,1.01,0.31,0.31,3412.0
L 98-59 c,3.6904,1.35,2.42,0.31,0.31,3412.0
L 98-59 d,7.4512,1.57,2.31,0.31,0.31,3412.0
WASP-98 b,2.96264036,12.823,293.03926,0.81,0.74,5473.0
TOI-954 b,3.68497,9.055,,,1.93,5756.0
TOI-238 b,1.273114,1.612,,0.79,0.75,5080.0
WASP-61 b,3.85589659,,,1.22,1.36,6320.0
HAT-P-52 b,2.7535973,,,0.89,0.89,5131.0
Kepler-128 c,22.79519,1.13,,1.2,1.55,6090.0
Kepler-305 c,8.29087418,3.34,,0.76,0.8,5106.0
Kepler-37 b,13.3669309,0.27,,0.8,0.77,5417.0
HD 158259 f,12.028,,,1.08,1.21,
WASP-3 b,1.8468355,15.693,629.3034,1.23,1.36,6400.0
KELT-23 A b,2.25528739,,,,,
XO-7 b,2.8641413,,,1.41,1.48,6250.0
Kepler-93 c,1460.0,,954.0,0.91,0.92,5669.0
Kepler-93 b,4.72673947,1.59,,0.91,0.92,5669.0
Kepler-506 b,6.883403,2.61,,1.18,1.16,6145.0
Kepler-36 c,16.23192004,4.04,,1.15,1.68,5940.0
Kepler-28 b,5.9122683,2.41,,0.77,0.71,4690.0
Kepler-186 c,,1.401,,0.55,0.51,3761.0
Kepler-186 b,,1.289,,0.55,0.51,3761.0
Kepler-49 c,,2.991,,0.62,0.58,3970.0
Kepler-49 d,,2.036,,0.62,0.58,3970.0
Kepler-186 d,,1.738,,0.55,0.51,3761.0
Kepler-49 b,7.20349407,2.18,,0.54,0.51,3816.0
Kepler-186 c,7.26733017,1.21,,0.48,0.46,3761.0
Kepler-186 d,13.34331036,1.41,,0.48,0.46,3761.0
Kepler-186 b,3.88675809,1.31,,0.48,0.46,3761.0
Kepler-49 e,18.596,1.96,,0.54,0.52,3903.0
Kepler-186 d,13.34300789,1.61,,0.51,0.49,3871.0
Kepler-128 b,15.092,1.2,,1.18,1.66,6072.0
Kepler-37 b,13.36805,0.354,,0.94,0.79,5391.0
Kepler-57 b,5.72932862,3.11,,0.88,0.84,5390.0
Kepler-20 f,19.5776286,1.02,,0.95,0.93,5569.0
Kepler-37 c,21.30199109,0.68,,0.83,0.78,5374.0
Kepler-49 e,18.5960431,1.51,,0.63,0.6,4079.0
Kepler-20 e,6.09853672,0.81,,0.95,0.93,5569.0
Kepler-128 c,22.8029808,1.48,,1.22,1.7,6136.0
Kepler-76 b,1.54492888,13.2,,1.24,1.39,6371.0
Kepler-85 c,12.51366754,1.93,,0.92,0.88,5499.0
Kepler-85 e,25.2152875,1.25,,0.92,0.88,5499.0
Kepler-186 f,129.94577,1.12,,0.51,0.49,3871.0
Kepler-49 c,10.91274807,3.1,,0.63,0.6,4079.0
WASP-3 b,1.846835,16.298,654.7298,1.26,1.38,6400.0
WASP-3 b,1.846834,14.684,559.3808,1.24,1.31,6400.0
WASP-3 b,1.84683515,,,,,
XO-4 b,4.1250429,15.348,,,1.62,6304.0
XO-4 b,4.1250828,14.91,565.71,,,
KELT-23 A b,2.255251,14.83,298.12454,0.94,1.0,5899.0
XO-7 b,2.86413545,,,,,
TOI-1235 b,3.444729,1.738,6.91,0.64,0.63,3872.0
WASP-46 b,1.43037,14.684,667.733,0.96,0.92,5620.0
Kepler-20 d,77.61154162,,,0.96,0.91,5489.0
Kepler-538 b,81.73764829,,,0.96,0.9,5499.0
HAT-P-14 b,4.6276623,,,1.39,1.47,6600.0
Kepler-23 c,10.74242766,3.25,,1.1,1.57,5880.0
Kepler-28 b,5.91227219,,,0.74,0.65,4660.99
Kepler-49 b,7.20385258,,,0.63,0.67,4011.0
Kepler-186 c,7.26730023,,,0.54,0.55,3876.0
Kepler-186 d,13.34302938,,,0.54,0.55,3876.0
Kepler-128 c,22.80273125,,,1.14,1.75,6083.0
Kepler-24 c,12.33346255,,,1.11,1.09,5998.38
Kepler-305 b,5.48711167,,,0.82,0.83,4974.0
Kepler-23 d,15.27458613,,,1.06,1.53,5861.98
Kepler-85 c,12.51374906,,,0.96,0.86,5495.0
Kepler-186 f,129.9533307,,,0.54,0.55,3876.0
Kepler-49 c,10.91271752,,,0.63,0.67,4011.0
Kepler-49 d,2.57657133,,,0.63,0.67,4011.0
Kepler-24 b,8.14518217,,,1.11,1.09,5998.38
Kepler-85 b,8.30540302,,,0.96,0.86,5495.0
Kepler-23 b,7.10697755,,,1.06,1.53,5861.98
Kepler-20 f,19.57778827,,,0.96,0.91,5489.0
Kepler-186 b,3.88678897,,,0.54,0.55,3876.0
Kepler-20 d,77.61130017,2.744,10.07,0.95,0.96,5495.0
Kepler-20 b,3.69611525,1.868,9.7,0.95,0.96,5495.0
Kepler-20 e,6.09852281,0.865,,0.95,0.96,5495.0
Kepler-36 b,13.84911836,,,1.11,1.66,6006.0
Kepler-128 b,15.09,1.43,0.77,1.09,1.61,
HD 99492 b,17.054,,,0.83,0.96,4740.0
WASP-61 b,3.85589655,,,,,
TOI-238 b,1.2730991,1.402,3.4,0.79,0.73,5059.0
Kepler-57 b,5.72932862,2.91,,0.88,0.79,5324.0
Kepler-57 c,11.60907117,45.65,,0.88,0.79,5324.0
Kepler-23 d,15.27438229,2.28,,1.08,1.55,5828.0
Kepler-23 b,7.10694385,1.93,,1.08,1.55,5828.0
Kepler-305 b,5.48711079,3.5,,0.76,0.8,5106.0
Kepler-305 c,8.29087418,3.34,,0.76,0.8,5106.0
Kepler-76 b,1.54492888,13.67,,1.17,1.44,6308.0
Kepler-20 c,10.85409783,3.03,,0.88,0.93,5465.0
Kepler-538 b,81.73780699,2.13,,0.88,0.85,5564.0
Kepler-186 d,13.34300789,1.53,,0.48,0.46,3761.0
Kepler-186 b,3.88678936,1.05,,0.48,0.46,3761.0
Kepler-85 b,8.30537702,,,0.96,0.86,5495.0
Kepler-85 c,12.51353325,,,0.96,0.86,5495.0
Kepler-186 b,3.886795,0.97,,0.45,0.44,3751.0
Kepler-186 e,22.40777833,1.15,,0.45,0.44,3751.0
Kepler-37 d,39.79220077,,,0.94,0.79,5391.0
Kepler-37 b,13.3669309,,,0.94,0.79,5391.0
Kepler-1658 b,3.84937174,,,1.05,3.91,5843.47
Kepler-49 b,7.20385586,,,0.63,0.67,4011.0
Kepler-49 c,10.91274065,,,0.63,0.67,4011.0
Kepler-49 e,18.59611518,,,0.63,0.67,4011.0
TOI-849 b,0.76566,3.541,,,0.92,5311.0
TOI-561 c,10.778833,2.658,,,0.84,5391.0
TOI-1601 b,5.33155,14.61,,,2.22,5917.0
HD 63433 c,20.54381533,2.573,,,0.9,5694.11
TOI-561 b,0.4465713,1.489,,,0.84,5391.0
Kepler-36 b,13.86825,1.498,3.83,1.03,1.63,5979.0
WASP-61 b,3.8558986,,,1.82,1.55,6250.0
HD 63935 c,21.4023,2.9,11.1,0.93,0.96,5534.0
TOI-1518 b,1.902603,21.017,731.00534,1.79,1.95,7300.0
HD 63433 b,7.107789,,,0.99,0.91,5640.0
TOI-1759 b,18.849975,3.06,6.8,0.61,0.63,3972.0
LTT 1445 A b,5.3587657,1.305,2.87,0.26,0.27,3340.0
HD 191939 c,28.5805,3.08,7.2,0.81,0.94,5348.0
HD 191939 e,101.5,,,0.81,0.94,5348.0
HD 191939 f,4450.0,,,0.81,0.94,5348.0
HIP 94235 b,7.713057,3.0,379.0,1.09,1.08,5991.0
TOI-2076 d,35.12537,3.232,,0.82,0.77,5200.0
TOI-1246 d,18.6559,3.51,5.3,0.87,0.86,5151.0
TOI-1807 b,0.549374,1.37,2.57,0.76,0.69,4730.0
HD 93963 A b,1.0391353,1.35,7.8,1.11,1.04,5987.0
HD 93963 A c,3.6451398,3.228,19.2,1.11,1.04,5987.0
TOI-762 A b,3.4716808,8.027,,,0.43,3399.0
TOI-181 b,4.53205017,7.059,,,0.81,4983.0
Kepler-76 b,1.54493336,10.701,,,1.49,6136.25
TOI-1759 b,18.8500111,3.106,,,0.63,3960.0
HD 93963 A c,3.6451549,2.993,,,1.05,5922.0
TOI-4641 b,22.09339218,9.76,,,1.75,6798.4
TOI-1246 d,18.65488288,4.387,,,0.88,5141.0
TOI-1246 b,4.30745132,3.282,,,0.88,5141.0
TOI-1246 e,37.92519834,3.242,,,0.88,5141.0
TOI-1248 b,4.36015357,6.714,,,0.87,5227.0
TOI-1347 c,4.84204382,1.618,,,0.85,5300.0
HD 235088 b,7.4341488,1.951,,,0.78,5064.0
TOI-1467 b,5.97113567,1.872,,,0.49,3834.0
KOI-94 c,10.423707,4.22,,1.28,1.52,6184.0
KELT-6 b,7.845582,13.227,140.48086,1.13,1.53,6272.0
WASP-88 b,4.954,19.055,181.1631,1.45,2.08,6430.0
KELT-17 b,3.0801833,17.534,,,1.7,7511.0
HAT-P-14 b,4.627669,12.89,709.367,1.39,1.47,6600.0
WASP-183 b,4.1117634,,,0.78,0.87,5313.0
HAT-P-68 b,2.29840555,,,0.68,0.67,4508.0
HAT-P-11 b,4.88780271,4.84,,0.83,0.77,4777.0
HAT-P-11 b,4.88781501,4.45,26.69772,0.81,0.69,4780.0
HAT-P-11 b,4.88782,4.82,28.6047,0.88,0.77,4708.0
HAT-P-11 b,4.88780232,,,,,
Kepler-68 b,5.39875393,2.29,,1.08,1.24,5793.0
Kepler-68 c,9.60503867,0.92,,1.08,1.24,5793.0
Kepler-68 c,9.604979,0.927,,1.06,1.26,5875.23
Kepler-68 b,5.39875,2.33,5.97,1.08,1.24,5793.0
Kepler-68 c,9.60504,1.0,7.2,1.08,1.24,5793.0
Kepler-68 b,5.39875273,,,1.06,1.26,5875.23
Kepler-68 d,634.6,,,1.06,1.26,5875.23
Kepler-68 c,9.604869,1.11,,1.07,1.24,5793.0
Kepler-68 b,5.39875259,2.357,8.03,1.06,1.26,5847.0
Kepler-93 b,4.72674037,1.56,,0.87,0.89,5648.0
Kepler-93 c,3650.0,,2701.555,1.0,0.92,5655.0
Kepler-93 b,4.72673895,,,1.0,0.92,5655.0
Kepler-93 b,4.72673978,1.478,4.66,0.91,0.92,5669.0
Kepler-506 b,6.8834055,2.67,,1.18,1.19,6184.0
HR 8799 c,83255.09,,,1.51,,
WASP-73 b,4.08722,15.917,908.9938,2.52,2.55,6030.0
Kepler-85 d,,1.386,,,0.87,5520.0
WASP-35 b,3.1615685,,,,,
Kepler-432 b,,11.955,,,4.0,5002.0
Kepler-28 b,,1.971,,,0.65,4674.0
Kepler-37 c,,0.725,,,0.79,5348.0
Kepler-37 b,,0.277,,,0.79,5348.0
Kepler-49 e,,1.771,,,0.62,3838.0
Kepler-23 d,,2.175,,,1.52,5823.0
Kepler-57 c,,1.789,,,0.82,5203.0
Kepler-186 b,,1.179,,,0.54,3748.0
Kepler-85 b,,1.684,,,0.87,5520.0
Kepler-538 b,,2.135,,,0.86,5498.0
Kepler-20 e,,0.805,,,0.89,5508.0
Kepler-20 b,,1.708,,,0.89,5508.0
Kepler-36 c,,3.689,,,1.65,5979.0
Kepler-28 c,,1.879,,,0.65,4674.0
Kepler-305 d,,2.549,,,0.79,5080.0
Kepler-24 e,,38.671,,,1.11,6022.0
Kepler-186 f,,1.438,,,0.54,3748.0
Kepler-186 c,7.26714715,,,0.54,0.55,3876.0
Kepler-20 c,10.85407744,,,0.96,0.91,5489.0
Kepler-20 b,3.69610487,,,0.96,0.91,5489.0
Kepler-49 d,2.5765676,,,0.63,0.67,4011.0
Kepler-37 d,39.79226225,,,0.94,0.79,5391.0
Kepler-432 b,52.50173082,,,,3.97,4981.99
Kepler-57 b,5.72932015,,,0.88,0.84,5170.32
Kepler-20 f,19.57832769,,,0.96,0.91,5489.0
Kepler-37 b,13.36702031,,,0.94,0.79,5391.0
Kepler-49 e,18.59621032,,,0.63,0.67,4011.0
Kepler-23 d,15.27445486,,,1.06,1.53,5861.98
Kepler-1658 b,3.84937278,11.994,1868.8404,1.45,2.89,6216.0
Kepler-76 b,1.5449287,14.011,635.66,1.2,1.32,6409.0
Kepler-432 b,52.50113,12.834,182.75225,1.35,4.12,4995.0
Kepler-186 f,129.94251121,,,0.54,0.55,3876.0
Kepler-47 b,49.4643,3.05,2.07,0.96,0.94,
Kepler-47 d,187.366,7.04,19.02,0.96,0.94,
Kepler-85 d,17.91389062,,,0.96,0.86,5495.0
Kepler-28 b,5.912262,2.17,,0.66,0.64,4663.0
Kepler-24 c,12.33354,2.9,,1.02,1.12,6043.0
Kepler-57 b,5.729319,2.23,,0.84,0.74,5294.0
Kepler-23 c,10.742447,3.69,,1.19,1.87,6142.0
Kepler-23 d,15.27448,2.81,,1.19,1.87,6142.0
Kepler-538 b,81.73778,2.215,10.6,0.89,0.87,5547.0
Kepler-305 e,3.205386,2.11,,0.9,0.87,4918.0
Kepler-305 d,16.73866,3.6,,0.9,0.87,4918.0
Kepler-85 c,12.51217,2.2,,0.94,0.84,5666.0
Kepler-85 d,17.91304,1.56,,0.94,0.84,5666.0
Kepler-85 e,25.21767,1.61,,0.94,0.84,5666.0
Kepler-49 b,7.203794,2.71,,0.55,0.53,4069.0
HAT-P-55 b,3.5852313,14.841,189.42573,1.03,1.1,5804.0
HAT-P-21 b,4.12448852,,,0.95,1.1,5588.0
HD 81040 b,1001.70001,,,1.05,0.91,5755.0
Kepler-12 b,4.4379629,19.661,137.30256,1.17,1.48,5947.0
HIP 65 A b,0.981,,,0.74,,
HR 810 b,302.79999,,,1.34,1.13,6167.0
HD 111232 b,1118.0,,,0.75,,
HD 164604 b,606.4,,,0.8,,
HD 175167 b,1290.0,,,1.1,,
GJ 876 b,61.1166,,723.2235,0.32,0.3,
GJ 876 c,30.0881,,226.9846,0.32,0.3,
GJ 876 d,1.93778,,6.83,0.32,0.3,
GJ 876 e,124.26,,14.6,0.32,0.3,
GJ 876 b,61.03474,,,0.37,0.37,3293.74
GJ 876 c,30.22902,,,0.37,0.37,3293.74
GJ 876 d,1.937916,,,0.37,0.37,3293.74
HD 81040 b,1002.7,,2301.07767,0.99,,
TOI-2379 b,5.46938875,11.578,,,0.64,3770.0
WASP-58 b,5.01718,15.36,282.86,0.94,1.17,5800.0
WASP-7 b,,,359.46573,1.34,,
TOI-700 e,27.80978,0.953,,0.41,0.42,3459.0
WASP-56 b,4.617101,12.24,190.38017,1.11,1.11,5600.0
Qatar-7 b,2.03202332,,,1.41,1.56,6387.0
TOI-2384 b,2.13568444,11.499,,,0.67,3678.2
HD 111232 b,1169.13202,,2531.50326,0.96,,
HD 111232 c,26472.44623,,5740.93452,0.96,,
HD 142 A d,108.45299,,,1.21,,
HD 142 b,351.43394,,,1.21,,
HD 142 c,10159.64279,,3464.64746,1.21,,
HD 175167 b,1276.07604,,2037.59792,1.0,,
HD 81040 b,1005.98854,,2151.06266,1.03,,
HD 132406 b,964.0,,1970.53612,1.09,,5766.0
HD 111232 b,1168.69,,2374.1782,0.83,,5494.0
HD 175167 b,1289.0,,3114.71839,1.17,,5635.0
HD 111232 c,32100.0,,6579.04802,0.83,,5494.0
HD 175167 b,898.0,,3019.36987,,,
HD 164604 b,615.0,,4544.94622,,,
HD 132406 b,893.0,,2129.45033,,,
HR 810 b,332.0,,1970.53612,,,
HD 111232 b,882.0,,2637.97578,,,
HD 81040 b,851.0,,2510.84442,,,
HD 142 b,319.0,,2256.58169,,,
GJ 876 b,61.4,,1144.18227,,,
TOI-2379 b,5.4693827,11.725,1830.69162,0.65,0.62,3707.0
TOI-2384 b,2.13570304,11.489,624.85065,0.64,0.61,3943.0
HD 81040 b,1004.7,,2393.2479,0.96,,
HD 132406 b,908.0,,1887.90074,0.97,,
HD 175167 b,1175.0,,4703.86042,1.09,,
Kepler-396 c,88.51067812,,,0.97,0.94,5509.61
HAT-P-8 b,3.0763458,16.814,430.34182,1.28,1.58,6200.0
Kepler-396 c,88.5112563,6.07,,0.85,1.06,5579.0
HAT-P-34 b,5.4526576,,,,,
WASP-183 b,4.1117771,16.477,159.55066,0.78,0.87,5313.0
HATS-70 b,1.8882393,,,,,
WASP-144 b,2.27857495,14.773,,,1.21,4879.0
WASP-164 b,1.7771363,,,0.95,0.93,5806.0
Kepler-435 b,8.60015393,,,1.11,2.31,6011.95
HAT-P-55 b,3.5852467,13.249,184.97706,1.01,1.01,5808.0
Kepler-76 b,1.54492888,13.67,,1.17,1.44,6308.0
HAT-P-6 b,3.852985,14.908,336.58197,1.29,1.46,6570.0
Kepler-28 c,8.98584768,1.94,,0.59,0.57,4072.0
Kepler-305 c,8.29087418,3.34,,0.76,0.8,5106.0
Kepler-20 e,6.09853672,0.82,,0.88,0.93,5465.0
Kepler-24 c,12.33340885,4.75,,0.96,1.09,6038.0
Kepler-24 b,8.14511872,3.11,,0.96,1.09,6038.0
Kepler-24 e,18.99850923,2.36,,0.96,1.09,6038.0
Kepler-432 b,52.5010768,12.39,,1.35,4.16,4995.0
Kepler-23 b,7.10694385,1.93,,1.08,1.55,5828.0
Kepler-85 c,12.51366754,1.92,,0.97,0.87,5695.0
Kepler-85 e,25.2152875,1.21,,0.97,0.87,5695.0
Kepler-37 d,39.79223792,1.88,,0.8,0.77,5417.0
Kepler-49 d,2.57656969,1.54,,0.54,0.51,3816.0
Kepler-49 e,18.5960431,1.3,,0.54,0.51,3816.0
Kepler-128 b,15.08960174,1.43,,1.18,1.66,6072.0
Kepler-128 c,22.8029808,1.42,,1.18,1.66,6072.0
Kepler-36 b,13.84984283,1.48,,1.07,1.63,5911.0
Kepler-538 b,81.73780699,2.13,,0.88,0.85,5564.0
Kepler-20 c,10.85409783,3.03,,0.88,0.93,5465.0
Kepler-20 d,77.6115987,2.62,,0.88,0.93,5465.0
Kepler-20 f,19.5776286,0.99,,0.88,0.93,5465.0
Kepler-28 c,8.98581901,1.65,,0.59,0.57,4072.0
Kepler-36 c,16.23191704,3.54,,1.01,1.58,5919.0
Kepler-36 b,13.84984567,1.45,,1.01,1.58,5919.0
Kepler-24 e,18.9985279,43.17,,0.88,1.24,5896.0
Kepler-57 b,5.72931758,2.41,,0.88,0.79,5320.0
Kepler-57 c,11.60908533,1.71,,0.88,0.79,5320.0
Kepler-432 b,52.5008645,12.41,,1.35,4.16,4976.0
Kepler-23 d,15.27443889,2.17,,1.04,1.52,5761.0
Kepler-305 b,5.48711441,3.24,,0.82,0.79,5103.0
HD 40307 b,4.3123,,,0.77,,4956.0
Kepler-41 b,1.855558,9.98,174.8,1.12,1.02,5620.0
HD 40307 d,20.432,,,0.77,,4956.0
HD 40307 g,197.8,,,0.77,,4956.0
OGLE-2019-BLG-1470L AB c,,,699.2225,0.57,,
HR 5183 b,27000.0,,,1.07,1.53,5794.0
WASP-54 b,3.69364,17.71,187.5197,1.08,1.76,6100.0
HATS-57 b,2.35061769,,,,,
HAT-P-9 b,3.9228108,,,1.28,1.34,6350.0
HATS-10 b,3.3128281,,,1.1,1.1,5880.0
Kepler-36 c,16.23191704,,,1.11,1.66,6006.0
WASP-90 b,3.9162624,,,1.55,1.98,6430.0
XO-1 b,,13.271,286.047,1.0,0.93,
WASP-42 b,4.9816819,,,0.95,0.89,5315.0
HD 191939 b,8.880403,3.42,,0.92,0.94,5427.0
HD 191939 d,38.3561,3.16,,0.92,0.94,5427.0
